Collating MC for Lst1405run 2
hadd Source file 47: Lst1405/2016_MagDown/1376_15/jpsilambda.root
hadd Source file 48: Lst1405/2016_MagDown/1376_16/jpsilambda.root
hadd Source file 49: Lst1405/2016_MagDown/1376_17/jpsilambda.root
hadd Source file 50: Lst1405/2016_MagDown/1376_18/jpsilambda.root
hadd Source file 51: Lst1405/2016_MagDown/1376_19/jpsilambda.root
hadd Source file 52: Lst1405/2016_MagDown/1376_2/jpsilambda.root
hadd Source file 53: Lst1405/2016_MagDown/1376_20/jpsilambda.root
hadd Source file 54: Lst1405/2016_MagDown/1376_21/jpsilambda.root
hadd Source file 55: Lst1405/2016_MagDown/1376_22/jpsilambda.root
hadd Source file 56: Lst1405/2016_MagDown/1376_23/jpsilambda.root
hadd Source file 57: Lst1405/2016_MagDown/1376_24/jpsilambda.root
hadd Source file 58: Lst1405/2016_MagDown/1376_25/jpsilambda.root
hadd Source file 59: Lst1405/2016_MagDown/1376_26/jpsilambda.root
hadd Source file 60: Lst1405/2016_MagDown/1376_27/jpsilambda.root
hadd Source file 61: Lst1405/2016_MagDown/1376_28/jpsilambda.root
hadd Source file 62: Lst1405/2016_MagDown/1376_29/jpsilambda.root
hadd Source file 63: Lst1405/2016_MagDown/1376_3/jpsilambda.root
hadd Source file 64: Lst1405/2016_MagDown/1376_30/jpsilambda.root
hadd Source file 65: Lst1405/2016_MagDown/1376_31/jpsilambda.root
hadd Source file 66: Lst1405/2016_MagDown/1376_32/jpsilambda.root
hadd Source file 67: Lst1405/2016_MagDown/1376_33/jpsilambda.root
hadd Source file 68: Lst1405/2016_MagDown/1376_34/jpsilambda.root
hadd Source file 69: Lst1405/2016_MagDown/1376_35/jpsilambda.root
hadd Source file 70: Lst1405/2016_MagDown/1376_37/jpsilambda.root
hadd Source file 71: Lst1405/2016_MagDown/1376_38/jpsilambda.root
hadd Source file 72: Lst1405/2016_MagDown/1376_39/jpsilambda.root
hadd Source file 73: Lst1405/2016_MagDown/1376_4/jpsilambda.root
hadd Source file 74: Lst1405/2016_MagDown/1376_40/jpsilambda.root
hadd Source file 75: Lst1405/2016_MagDown/1376_41/jpsilambda.root
hadd Source file 76: Lst1405/2016_MagDown/1376_42/jpsilambda.root
hadd Source file 77: Lst1405/2016_MagDown/1376_43/jpsilambda.root
hadd Source file 78: Lst1405/2016_MagDown/1376_44/jpsilambda.root
hadd Source file 79: Lst1405/2016_MagDown/1376_45/jpsilambda.root
hadd Source file 80: Lst1405/2016_MagDown/1376_46/jpsilambda.root
hadd Source file 81: Lst1405/2016_MagDown/1376_47/jpsilambda.root
hadd Source file 82: Lst1405/2016_MagDown/1376_48/jpsilambda.root
hadd Source file 83: Lst1405/2016_MagDown/1376_49/jpsilambda.root
hadd Source file 84: Lst1405/2016_MagDown/1376_5/jpsilambda.root
hadd Source file 85: Lst1405/2016_MagDown/1376_50/jpsilambda.root
hadd Source file 86: Lst1405/2016_MagDown/1376_52/jpsilambda.root
hadd Source file 87: Lst1405/2016_MagDown/1376_53/jpsilambda.root
hadd Source file 88: Lst1405/2016_MagDown/1376_54/jpsilambda.root
hadd Source file 89: Lst1405/2016_MagDown/1376_55/jpsilambda.root
hadd Source file 90: Lst1405/2016_MagDown/1376_56/jpsilambda.root
hadd Source file 91: Lst1405/2016_MagDown/1376_57/jpsilambda.root
hadd Source file 92: Lst1405/2016_MagDown/1376_58/jpsilambda.root
hadd Source file 93: Lst1405/2016_MagDown/1376_59/jpsilambda.root
hadd Source file 94: Lst1405/2016_MagDown/1376_6/jpsilambda.root
hadd Source file 95: Lst1405/2016_MagDown/1376_61/jpsilambda.root
hadd Source file 96: Lst1405/2016_MagDown/1376_62/jpsilambda.root
hadd Source file 97: Lst1405/2016_MagDown/1376_63/jpsilambda.root
hadd Source file 98: Lst1405/2016_MagDown/1376_64/jpsilambda.root
hadd Source file 99: Lst1405/2016_MagDown/1376_66/jpsilambda.root
hadd Source file 100: Lst1405/2016_MagDown/1376_67/jpsilambda.root
hadd Source file 101: Lst1405/2016_MagDown/1376_68/jpsilambda.root
hadd Source file 102: Lst1405/2016_MagDown/1376_69/jpsilambda.root
hadd Source file 103: Lst1405/2016_MagDown/1376_7/jpsilambda.root
hadd Source file 104: Lst1405/2016_MagDown/1376_70/jpsilambda.root
hadd Source file 105: Lst1405/2016_MagDown/1376_71/jpsilambda.root
hadd Source file 106: Lst1405/2016_MagDown/1376_72/jpsilambda.root
hadd Source file 107: Lst1405/2016_MagDown/1376_73/jpsilambda.root
hadd Source file 108: Lst1405/2016_MagDown/1376_74/jpsilambda.root
hadd Source file 109: Lst1405/2016_MagDown/1376_8/jpsilambda.root
hadd Source file 110: Lst1405/2016_MagDown/1376_9/jpsilambda.root
hadd Source file 111: Lst1405/2016_MagUp/1377_0/jpsilambda.root
hadd Source file 112: Lst1405/2016_MagUp/1377_1/jpsilambda.root
hadd Source file 113: Lst1405/2016_MagUp/1377_10/jpsilambda.root
hadd Source file 114: Lst1405/2016_MagUp/1377_11/jpsilambda.root
hadd Source file 115: Lst1405/2016_MagUp/1377_13/jpsilambda.root
hadd Source file 116: Lst1405/2016_MagUp/1377_14/jpsilambda.root
hadd Source file 117: Lst1405/2016_MagUp/1377_15/jpsilambda.root
hadd Source file 118: Lst1405/2016_MagUp/1377_16/jpsilambda.root
hadd Source file 119: Lst1405/2016_MagUp/1377_17/jpsilambda.root
hadd Source file 120: Lst1405/2016_MagUp/1377_18/jpsilambda.root
hadd Source file 121: Lst1405/2016_MagUp/1377_19/jpsilambda.root
hadd Source file 122: Lst1405/2016_MagUp/1377_2/jpsilambda.root
hadd Source file 123: Lst1405/2016_MagUp/1377_20/jpsilambda.root
hadd Source file 124: Lst1405/2016_MagUp/1377_21/jpsilambda.root
hadd Source file 125: Lst1405/2016_MagUp/1377_22/jpsilambda.root
hadd Source file 126: Lst1405/2016_MagUp/1377_23/jpsilambda.root
hadd Source file 127: Lst1405/2016_MagUp/1377_24/jpsilambda.root
hadd Source file 128: Lst1405/2016_MagUp/1377_25/jpsilambda.root
hadd Source file 129: Lst1405/2016_MagUp/1377_26/jpsilambda.root
hadd Source file 130: Lst1405/2016_MagUp/1377_27/jpsilambda.root
hadd Source file 131: Lst1405/2016_MagUp/1377_28/jpsilambda.root
hadd Source file 132: Lst1405/2016_MagUp/1377_29/jpsilambda.root
hadd Source file 133: Lst1405/2016_MagUp/1377_3/jpsilambda.root
hadd Source file 134: Lst1405/2016_MagUp/1377_30/jpsilambda.root
hadd Source file 135: Lst1405/2016_MagUp/1377_31/jpsilambda.root
hadd Source file 136: Lst1405/2016_MagUp/1377_32/jpsilambda.root
hadd Source file 137: Lst1405/2016_MagUp/1377_33/jpsilambda.root
hadd Source file 138: Lst1405/2016_MagUp/1377_34/jpsilambda.root
hadd Source file 139: Lst1405/2016_MagUp/1377_35/jpsilambda.root
hadd Source file 140: Lst1405/2016_MagUp/1377_36/jpsilambda.root
hadd Source file 141: Lst1405/2016_MagUp/1377_37/jpsilambda.root
hadd Source file 142: Lst1405/2016_MagUp/1377_39/jpsilambda.root
hadd Source file 143: Lst1405/2016_MagUp/1377_4/jpsilambda.root
hadd Source file 144: Lst1405/2016_MagUp/1377_40/jpsilambda.root
hadd Source file 145: Lst1405/2016_MagUp/1377_41/jpsilambda.root
hadd Source file 146: Lst1405/2016_MagUp/1377_42/jpsilambda.root
hadd Source file 147: Lst1405/2016_MagUp/1377_43/jpsilambda.root
hadd Source file 148: Lst1405/2016_MagUp/1377_44/jpsilambda.root
hadd Source file 149: Lst1405/2016_MagUp/1377_45/jpsilambda.root
hadd Source file 150: Lst1405/2016_MagUp/1377_46/jpsilambda.root
hadd Source file 151: Lst1405/2016_MagUp/1377_47/jpsilambda.root
hadd Source file 152: Lst1405/2016_MagUp/1377_49/jpsilambda.root
hadd Source file 153: Lst1405/2016_MagUp/1377_5/jpsilambda.root
hadd Source file 154: Lst1405/2016_MagUp/1377_50/jpsilambda.root
hadd Source file 155: Lst1405/2016_MagUp/1377_51/jpsilambda.root
hadd Source file 156: Lst1405/2016_MagUp/1377_52/jpsilambda.root
hadd Source file 157: Lst1405/2016_MagUp/1377_53/jpsilambda.root
hadd Source file 158: Lst1405/2016_MagUp/1377_54/jpsilambda.root
hadd Source file 159: Lst1405/2016_MagUp/1377_55/jpsilambda.root
hadd Source file 160: Lst1405/2016_MagUp/1377_56/jpsilambda.root
hadd Source file 161: Lst1405/2016_MagUp/1377_57/jpsilambda.root
hadd Source file 162: Lst1405/2016_MagUp/1377_58/jpsilambda.root
hadd Source file 163: Lst1405/2016_MagUp/1377_59/jpsilambda.root
hadd Source file 164: Lst1405/2016_MagUp/1377_6/jpsilambda.root
hadd Source file 165: Lst1405/2016_MagUp/1377_60/jpsilambda.root
hadd Source file 166: Lst1405/2016_MagUp/1377_61/jpsilambda.root
hadd Source file 167: Lst1405/2016_MagUp/1377_62/jpsilambda.root
hadd Source file 168: Lst1405/2016_MagUp/1377_63/jpsilambda.root
hadd Source file 169: Lst1405/2016_MagUp/1377_64/jpsilambda.root
hadd Source file 170: Lst1405/2016_MagUp/1377_65/jpsilambda.root
hadd Source file 171: Lst1405/2016_MagUp/1377_66/jpsilambda.root
hadd Source file 172: Lst1405/2016_MagUp/1377_67/jpsilambda.root
hadd Source file 173: Lst1405/2016_MagUp/1377_68/jpsilambda.root
hadd Source file 174: Lst1405/2016_MagUp/1377_69/jpsilambda.root
hadd Source file 175: Lst1405/2016_MagUp/1377_7/jpsilambda.root
hadd Source file 176: Lst1405/2016_MagUp/1377_70/jpsilambda.root
hadd Source file 177: Lst1405/2016_MagUp/1377_71/jpsilambda.root
hadd Source file 178: Lst1405/2016_MagUp/1377_72/jpsilambda.root
hadd Source file 179: Lst1405/2016_MagUp/1377_73/jpsilambda.root
hadd Source file 180: Lst1405/2016_MagUp/1377_74/jpsilambda.root
hadd Source file 181: Lst1405/2016_MagUp/1377_75/jpsilambda.root
hadd Source file 182: Lst1405/2016_MagUp/1377_76/jpsilambda.root
hadd Source file 183: Lst1405/2016_MagUp/1377_77/jpsilambda.root
hadd Source file 184: Lst1405/2016_MagUp/1377_8/jpsilambda.root
hadd Source file 185: Lst1405/2016_MagUp/1377_9/jpsilambda.root
hadd Sources and Target have different compression levels
hadd merging will be slower
hadd Target path: /data1/avenkate/JpsiLambda_RESTART/rootFiles/mcFiles/JpsiLambda/Lst1405/run2/lst1405.root:/
hadd Target path: /data1/avenkate/JpsiLambda_RESTART/rootFiles/mcFiles/JpsiLambda/Lst1405/run2/lst1405.root:/EventTuple
hadd Target path: /data1/avenkate/JpsiLambda_RESTART/rootFiles/mcFiles/JpsiLambda/Lst1405/run2/lst1405.root:/MCTuple
hadd Target path: /data1/avenkate/JpsiLambda_RESTART/rootFiles/mcFiles/JpsiLambda/Lst1405/run2/lst1405.root:/Lb2JpsiLTree
DONE COLLATING
WD = /data1/avenkate/JpsiLambda_RESTART
